Ticker,Volume,Short Float,Short Ratio
POWL,"301,918",15.20%,5.97
DFH,"404,515",15.21%,11.44
DIN,"717,344",15.44%,4.38
LQDA,"2,373,890",15.46%,5.32
PEB,"2,393,532",15.49%,8.70
RZLV,"45,198,334",15.75%,1.55
UUUU,"19,669,270",16.13%,2.28
UWMC,"24,669,428",16.14%,3.20
MP,"10,501,128",16.27%,2.22
NBR,"477,546",16.43%,3.84
CRWV,"39,978,882",16.53%,1.87
RES,"1,835,228",16.58%,9.37
SVV,"1,215,445",16.69%,5.51
WRAP,"490,054",17.07%,15.87
UMAC,"6,498,816",17.22%,1.68
CAKE,"1,510,908",17.33%,6.22
CMPX,"2,918,666",17.44%,10.26
IMNM,"3,422,272",17.65%,8.78
TSSI,"1,794,828",17.91%,2.71
KULR,"6,846,982",18.21%,3.83
PK,"3,722,759",18.22%,9.20
AMKR,"5,556,365",18.55%,2.04
WLK,"2,103,515",18.56%,4.14
CWH,"3,882,857",18.65%,5.03
ASPI,"8,455,825",18.73%,2.91
ELVN,"1,220,363",19.22%,9.29
LE,"235,409",19.23%,9.74
SATS,"8,167,459",19.33%,5.25
AHL,"1,279,428",19.33%,11.30
WTI,"2,555,945",19.41%,13.48
CRML,"28,904,648",19.45%,0.75
MIRM,"727,120",19.67%,12.13
BTDR,"8,900,331",19.68%,3.14
ONDS,"95,366,521",19.81%,0.85
UAMY,"13,458,729",20.06%,1.82
FWRD,"732,387",20.10%,6.44
RCAT,"15,369,547",22.49%,2.43
FLNC,"7,069,059",23.55%,3.27
DDD,"6,281,853",23.60%,7.50
LUNR,"12,131,969",24.24%,2.92
BKKT,"1,755,053",24.46%,2.33
OXM,"590,361",24.53%,6.95
CHH,"790,611",24.81%,9.00
PDYN,"2,832,675",25.20%,4.36
SPHR,"1,329,534",25.32%,7.69
GLSI,"517,996",25.41%,4.84
EOSE,"23,611,583",25.50%,3.74
PCT,"6,110,848",25.81%,11.02
BKSY,"2,184,500",25.95%,4.62
AEVA,"6,636,316",26.14%,3.90
ASTS,"16,815,051",26.40%,2.85
CBRL,"3,151,697",27.40%,3.28
CHRS,"1,334,703",28.25%,24.84
RILY,"17,757,077",29.65%,4.45
RDW,"25,822,100",31.35%,1.93
SNBR,"939,873",33.70%,6.97
IBRX,"71,492,779",36.48%,9.98
ORIC,"1,925,436",39.63%,15.47
SEI,"4,059,484",40.65%,4.75
TNGX,"3,540,870",45.09%,11.67
