Ticker,Volume,Short Float,Short Ratio
SATL,"17,402,630",15.21%,1.32
TDAY,"3,029,920",15.79%,10.96
DFTX,"3,213,361",15.91%,8.23
SRRK,"2,630,963",15.93%,11.04
PRTA,"579,178",16.24%,13.66
PROP,"8,449,038",17.32%,1.78
TERN,"8,359,111",17.50%,4.33
INGM,"1,623,947",17.70%,4.25
BMEA,"1,311,330",18.04%,9.95
TROX,"4,488,826",18.47%,5.25
MDGL,"422,834",18.85%,10.40
HTZ,"10,894,547",20.76%,10.24
DNTH,"1,102,112",20.84%,8.54
AVTX,"952,019",20.92%,7.43
TSSI,"1,887,308",20.93%,3.29
APLS,"30,017,586",21.95%,5.37
ARCT,"819,701",22.81%,11.83
ANDG,"1,084,049",23.16%,7.30
CAR,"1,817,101",23.52%,10.11
OMER,"4,626,650",25.39%,11.74
BCAX,"678,989",25.47%,17.86
SPHR,"977,926",26.32%,8.11
AZ,"741,855",27.15%,8.04
KALV,"1,288,020",51.54%,18.17
