Ticker,Volume,Short Float,Short Ratio
POWL,"262,967",15.20%,6.00
TDAY,"1,891,965",15.68%,10.02
TYRA,"593,654",15.89%,10.90
GME,"36,943,907",16.11%,10.76
UUUU,"25,433,519",16.13%,2.58
CRWV,"49,102,069",16.51%,1.85
IMNM,"2,161,666",17.32%,8.29
AESI,"3,893,013",17.43%,4.57
CMPX,"2,817,791",17.44%,10.28
MUX,"2,463,416",17.72%,7.02
NN,"1,317,142",18.45%,13.77
WT,"4,236,736",18.67%,6.81
LE,"2,529,029",18.96%,9.52
WTI,"2,588,503",19.41%,13.40
CRML,"34,612,023",19.45%,0.74
MIRM,"882,315",19.60%,11.47
UAMY,"33,311,898",20.06%,1.94
BMBL,"3,581,787",20.36%,4.51
CRVS,"8,240,779",20.61%,3.71
CORZ,"14,730,909",21.20%,4.68
AMCR,"6,197,606",21.60%,4.04
AAP,"2,429,244",22.15%,7.13
CABA,"5,512,422",22.29%,5.18
RCAT,"12,560,665",22.49%,2.25
CELC,"923,114",23.78%,10.56
ARRY,"7,024,454",24.51%,5.71
ALT,"5,625,248",24.92%,5.72
GLSI,"901,082",25.41%,3.53
AXL,"5,718,720",25.74%,9.33
CHRS,"7,495,295",28.24%,18.62
IOVA,"18,030,589",35.16%,8.16
NVAX,"6,835,617",35.34%,12.51
NFE,"20,613,212",36.28%,4.55
IBRX,"36,881,247",36.46%,5.25
ORIC,"2,784,084",39.63%,15.04
