Ticker,Volume,Short Float,Short Ratio
PRKS,"1,028,030",16.32%,7.40
BBNX,"1,263,547",17.05%,5.83
GIII,"1,388,404",17.22%,10.94
FUN,"2,666,830",17.41%,9.13
HNGE,"1,670,709",17.91%,3.31
RZLT,"2,254,608",18.14%,6.68
VSXY,"2,828,525",18.56%,5.03
DBI,"1,449,491",18.75%,10.05
DNUT,"3,944,732",18.82%,7.92
SAIL,"5,448,304",19.22%,3.55
TBCH,"386,179",19.27%,8.86
CAKE,"1,434,920",19.56%,7.59
PENG,"3,804,716",19.56%,4.06
TXG,"3,105,911",19.64%,8.38
DUOL,"2,088,710",19.69%,4.29
MTN,"1,455,076",20.85%,8.65
CRMD,"1,772,659",21.50%,12.10
FBIO,"981,932",21.61%,11.59
PK,"7,080,669",22.30%,9.54
UHAL,"376,648",23.43%,7.43
KSS,"5,852,047",23.80%,4.68
CBRL,"1,057,115",26.88%,5.72
TWST,"1,395,038",27.81%,12.10
TNGX,"21,789,272",30.00%,10.20
LFVN,"1,438,501",34.23%,11.60
BTDR,"15,022,124",41.41%,6.36
