Ticker,Volume,Short Float,Short Ratio
INMB,"1,142,852",15.64%,7.51
VSCO,"3,219,890",15.91%,4.31
BKV,"847,764",15.97%,3.02
WRAP,"664,286",16.00%,13.75
RVLV,"1,744,053",16.01%,5.81
SLDB,"1,237,911",16.23%,8.32
VELO,"979,706",16.52%,2.13
SATS,"9,990,315",16.59%,4.94
GIII,"920,668",16.72%,14.04
LITE,"4,434,581",16.82%,2.77
GME,"8,412,506",16.88%,8.53
CGEM,"1,287,869",16.93%,5.66
PCRX,"879,848",17.30%,11.58
ANGI,"1,056,816",17.55%,6.00
NRDY,"2,977,756",18.00%,9.95
TROX,"30,071,331",18.02%,5.25
FLG,"6,181,365",18.43%,11.09
SYRE,"1,123,788",18.47%,13.76
COLL,"902,498",18.62%,12.26
XPOF,"2,282,069",18.87%,8.37
ASAN,"6,281,215",19.99%,4.50
AAOI,"5,789,218",20.09%,2.48
CADL,"784,097",20.32%,10.66
EZPW,"921,403",20.44%,13.58
VERA,"1,769,304",20.48%,6.32
CRMT,"193,039",21.21%,8.94
DMAC,"578,019",21.37%,13.07
SLS,"5,934,959",22.39%,8.10
ALT,"4,795,453",22.50%,7.86
ONDS,"83,283,094",23.25%,1.07
DBI,"11,449,187",23.54%,10.31
CRDF,"1,911,628",24.19%,18.85
SEZL,"1,564,072",25.10%,4.87
CRMD,"5,813,462",25.16%,6.32
PLAY,"3,625,451",26.99%,5.84
RDW,"12,299,604",27.31%,2.70
FLWS,"6,139,280",30.77%,7.00
ULCC,"5,076,358",33.61%,7.18
APLD,"31,472,242",34.34%,2.54
SNBR,"895,987",40.76%,9.79
IRBT,"36,365,673",41.90%,1.16
