Ticker,Volume,Short Float,Short Ratio
XRAY,"7,152,807",15.07%,5.10
LIFE,"2,342,127",15.29%,3.32
AVXL,"1,444,021",15.75%,11.70
TDAY,"2,479,494",16.45%,12.19
PRCH,"3,732,442",17.43%,8.02
PCRX,"1,166,569",18.48%,13.33
PGY,"6,812,380",18.80%,3.11
EPAM,"3,361,242",18.93%,4.81
CAKE,"1,640,636",19.49%,6.33
SION,"509,031",19.76%,11.32
PK,"6,346,538",20.08%,7.24
OWL,"40,039,553",20.41%,5.64
LBRX,"872,094",20.52%,15.97
TNDM,"3,327,932",20.65%,5.48
SBH,"2,983,442",21.31%,12.99
TMDX,"1,517,955",23.23%,5.87
TWST,"2,937,492",23.65%,8.13
ULCC,"5,034,445",24.29%,4.76
BOBS,"1,163,572",24.52%,6.76
PGEN,"7,441,195",25.76%,8.87
CBRL,"1,260,683",25.80%,4.53
JBLU,"31,817,928",27.04%,2.78
FIG,"34,426,030",33.16%,3.08
GRND,"2,145,601",36.60%,5.26
JACK,"1,247,836",41.35%,7.16
