Ticker,Volume,Short Float,Short Ratio
RLJ,"2,728,908",15.10%,8.36
BILL,"3,144,684",15.77%,5.26
RVLV,"1,192,158",15.83%,5.81
GIII,"594,735",16.83%,13.96
PCRX,"829,062",17.19%,10.71
IMVT,"1,851,189",17.68%,8.27
WT,"4,103,556",18.04%,7.63
RIVN,"66,495,241",18.62%,3.06
CNXC,"1,118,305",18.63%,7.81
FLG,"5,658,025",18.72%,11.14
CAKE,"1,983,032",18.82%,6.79
WLK,"1,514,487",18.85%,4.26
MRNA,"13,688,783",19.01%,6.37
COLL,"689,742",19.27%,12.68
APGE,"910,728",19.59%,9.75
VUZI,"3,432,757",21.94%,6.10
NUVB,"8,866,525",21.97%,6.14
SLS,"6,892,725",23.58%,7.67
GLSI,"580,116",24.47%,10.91
SOC,"49,576,825",24.90%,4.56
CRDF,"1,418,371",25.41%,18.56
REAL,"4,098,553",26.25%,7.43
SPHR,"1,062,631",26.33%,7.24
PHAT,"3,213,675",30.80%,12.23
