Ticker,Volume,Short Float,Short Ratio
VG,"14,715,663",15.04%,6.46
POWL,"468,275",15.20%,5.98
PSNL,"3,101,032",15.46%,5.45
LQDA,"3,309,981",15.48%,5.31
PEB,"2,193,304",15.49%,8.69
RZLV,"28,274,292",15.75%,1.53
RIOT,"53,535,693",15.84%,2.67
UWMC,"32,410,259",15.98%,3.13
CRWV,"34,505,419",16.51%,1.85
AEHR,"1,544,685",16.93%,4.99
IREN,"53,628,988",16.94%,1.34
UMAC,"5,992,511",17.22%,1.68
CAKE,"1,366,958",17.33%,6.17
WHR,"1,530,655",17.43%,6.85
ORKA,"705,687",17.87%,15.15
TSSI,"2,703,597",17.94%,2.72
KULR,"3,254,677",18.21%,3.73
CTMX,"13,387,383",18.53%,8.10
CWH,"4,185,267",18.65%,4.93
WT,"5,796,279",18.67%,7.32
AISP,"4,383,264",18.78%,4.88
GPRE,"2,872,976",18.95%,7.63
MRNA,"11,869,298",19.12%,6.09
ELVN,"1,235,212",19.13%,9.17
CRML,"20,156,843",19.45%,0.78
BTDR,"8,676,695",19.68%,3.31
UAMY,"13,538,085",20.06%,1.88
PTLO,"4,265,498",20.49%,5.01
NTST,"1,215,872",20.53%,14.01
JBLU,"27,918,632",20.60%,3.16
KNTK,"1,648,471",20.88%,7.79
UA,"7,316,217",21.48%,4.68
CADL,"1,223,848",22.38%,11.72
RCAT,"13,451,165",22.49%,2.41
DDD,"5,914,240",23.60%,7.41
LUNR,"19,485,990",24.24%,2.94
BKKT,"1,957,825",24.41%,2.35
CHH,"795,741",24.81%,8.91
RH,"1,141,237",25.13%,3.73
PDYN,"2,297,081",25.20%,4.37
LEU,"1,599,204",25.28%,3.66
RDW,"44,305,475",25.31%,1.88
GLSI,"970,378",25.41%,4.74
CGON,"994,770",25.49%,13.00
AXL,"3,681,792",25.74%,9.73
PCT,"6,016,311",25.81%,10.94
AEVA,"4,238,673",26.00%,3.84
ASTS,"33,352,427",26.32%,2.84
PLAY,"1,621,644",27.20%,6.46
NVTS,"28,566,957",27.26%,1.83
CBRL,"2,591,589",27.40%,3.22
RILY,"3,480,499",29.65%,3.70
APLD,"31,263,904",32.31%,2.54
NVAX,"5,409,787",35.34%,13.85
IBRX,"176,878,582",36.48%,9.18
ORIC,"1,801,021",39.63%,15.38
SEI,"3,737,694",40.65%,4.76
TNGX,"5,967,624",45.09%,11.62
