Ticker,Volume,Short Float,Short Ratio
RLAY,"8,888,725",15.09%,8.18
SATL,"21,202,792",15.21%,1.31
AEHR,"3,581,951",15.58%,2.81
TDAY,"1,914,654",15.79%,10.82
DFTX,"1,952,089",15.91%,8.13
SRRK,"2,026,221",15.93%,10.85
PRTA,"849,122",16.24%,13.63
PENG,"4,447,616",16.64%,6.46
LITE,"7,837,993",16.70%,1.92
FC,"2,003,442",16.90%,9.83
TERN,"10,847,302",17.50%,4.27
INGM,"2,224,031",17.70%,4.19
TYRA,"1,048,259",18.63%,7.15
SLNO,"3,573,358",18.82%,5.63
GPRE,"2,153,927",20.74%,8.77
HTZ,"8,112,224",20.76%,10.10
AVTX,"1,108,935",20.92%,7.35
REPL,"3,178,435",21.20%,11.30
EZPW,"1,418,816",21.89%,13.06
APLS,"10,333,522",21.95%,4.88
TRON,"1,468,226",22.82%,7.05
SRPT,"3,145,523",23.02%,7.61
CAR,"1,849,852",23.52%,9.90
BKSY,"4,088,494",23.68%,4.71
SNDX,"2,093,341",24.17%,14.80
SATS,"10,633,351",24.19%,4.82
BCAX,"919,780",24.65%,17.78
OXM,"421,861",25.75%,10.08
SPHR,"902,867",26.32%,8.09
LUNR,"40,563,800",30.26%,2.65
SMMT,"3,076,795",35.07%,13.34
AIRS,"3,424,707",61.68%,1.41
