Ticker,Volume,Short Float,Short Ratio
RLAY,"3,078,723",15.09%,7.38
SATL,"18,363,566",15.21%,1.25
FOXA,"7,570,852",15.44%,7.40
PEB,"3,456,146",15.44%,7.24
AEHR,"7,225,096",15.58%,2.23
HOG,"3,824,439",16.52%,4.99
HUT,"8,357,753",16.66%,3.43
LITE,"7,007,104",16.70%,1.88
PSIX,"670,553",17.08%,2.49
KPTI,"1,208,510",17.20%,3.57
BF-B,"13,424,541",17.37%,8.17
TERN,"11,827,210",17.50%,3.56
INGM,"1,025,473",17.70%,3.77
BMEA,"2,241,391",18.04%,8.78
SLNO,"6,317,416",18.82%,3.06
ELVN,"2,269,977",18.83%,6.67
PK,"4,092,385",19.80%,9.16
CORZ,"12,751,306",20.62%,5.25
HTZ,"16,909,390",20.76%,9.35
RIGL,"368,079",20.85%,10.58
SPCE,"7,058,013",20.95%,3.86
NBIS,"20,292,994",21.20%,2.82
URGN,"1,152,546",21.61%,10.96
APLS,"7,061,534",21.95%,4.62
CAR,"4,573,419",23.52%,7.61
BKSY,"2,430,263",23.68%,4.39
CELC,"1,118,249",24.14%,12.67
PHAT,"1,670,684",24.39%,10.80
BCAX,"654,057",24.65%,17.49
AVBP,"1,333,711",25.00%,14.50
LOVE,"396,569",28.02%,12.47
TRIP,"4,288,184",28.14%,7.74
WEST,"430,481",28.96%,19.94
ACHC,"3,883,547",29.15%,6.68
ABEO,"1,975,065",29.63%,12.29
MARA,"50,122,046",30.86%,2.37
WULF,"45,972,315",35.24%,3.04
WOLF,"4,486,939",36.97%,5.69
