Ticker,Volume,Short Float,Short Ratio
AQST,"5,455,979",15.18%,7.84
KURA,"4,086,892",15.18%,7.40
INO,"4,745,123",15.59%,5.16
PLSE,"526,020",15.61%,8.06
IMCR,"620,057",16.12%,15.38
XNCR,"1,604,652",16.21%,11.82
TNDM,"2,631,738",16.36%,4.92
AMR,"342,552",16.42%,6.06
YSWY,"512,553",17.07%,4.65
DSGN,"917,957",17.24%,6.51
REAX,"7,793,904",17.83%,6.65
TECX,"453,361",17.97%,9.48
ASMB,"484,813",18.25%,10.52
DUOT,"5,690,921",18.32%,5.69
EIKN,"747,842",19.26%,12.84
ABCL,"8,201,820",19.38%,5.94
LBRX,"540,387",20.32%,15.05
CAKE,"1,794,694",20.80%,6.23
UMAC,"7,052,891",20.82%,1.54
NUVB,"6,993,711",21.27%,8.11
WIX,"2,986,635",21.64%,5.15
VUZI,"2,275,440",22.10%,8.75
BBNX,"1,975,998",22.49%,6.84
BBW,"423,727",23.08%,7.31
MMED,"1,501,753",23.13%,5.45
FDMT,"2,320,207",23.78%,13.55
PAR,"1,164,127",24.17%,8.62
VSTM,"2,924,317",24.25%,7.85
RIG,"39,193,066",25.12%,6.58
GO,"2,760,319",26.14%,8.65
PATH,"93,969,571",31.03%,1.88
