Ticker,Volume,Short Float,Short Ratio
METC,"7,951,311",15.42%,3.22
ATUS,"6,710,274",15.57%,7.95
TBBK,"1,747,760",15.70%,14.81
REPL,"4,884,183",15.83%,7.41
NMRA,"2,014,116",16.13%,8.80
RAPP,"180,924",16.21%,16.58
TNXP,"1,408,602",16.45%,1.35
UUUU,"23,752,327",16.52%,3.22
UMAC,"7,429,329",16.60%,0.84
AXL,"3,104,083",16.82%,5.79
LITE,"3,302,484",17.61%,5.32
QS,"84,869,107",17.63%,2.92
OZK,"1,419,828",17.79%,20.32
CADL,"1,571,683",17.93%,6.82
BKSY,"1,943,801",17.98%,3.30
SMCI,"61,796,811",18.58%,2.09
SRRK,"1,786,958",19.60%,11.49
GOOS,"1,278,720",19.87%,7.44
RCAT,"14,648,774",20.23%,1.99
ATYR,"3,127,426",21.46%,7.72
KALV,"1,418,564",22.02%,8.15
OPEN,"140,667,320",22.07%,1.62
CIFR,"37,303,710",23.68%,1.95
AAOI,"4,543,344",24.11%,2.79
MVIS,"6,288,996",24.20%,11.19
SMR,"14,413,818",24.29%,2.33
ASTS,"13,867,588",24.53%,3.48
CLSK,"28,213,357",25.75%,2.52
MP,"73,116,548",25.81%,2.67
ENVX,"16,114,229",27.19%,8.07
BBAI,"136,095,506",27.20%,0.62
FFAI,"14,534,322",27.21%,2.58
IRBT,"4,359,831",27.36%,3.09
INDI,"4,560,126",28.90%,15.76
SANA,"4,939,650",29.92%,8.62
AVXL,"1,057,575",30.44%,28.51
MBX,"307,036",33.49%,16.45
SYM,"2,149,118",36.76%,9.22
PRME,"4,406,843",39.01%,6.44
RILY,"1,121,365",46.32%,7.16
ZBIO,"298,810",50.00%,28.99
