Ticker,Volume,Short Float,Short Ratio
KURA,"1,884,835",15.19%,7.15
MLYS,"2,039,901",15.91%,7.46
AMR,"316,109",16.47%,5.67
IRD,"4,998,100",16.61%,11.73
DSGN,"1,003,357",17.16%,8.56
MED,"225,982",17.41%,8.84
SDGR,"1,234,436",18.05%,9.48
ASMB,"267,541",18.08%,9.72
CTMX,"6,497,409",18.19%,8.74
PCRX,"610,789",19.11%,13.25
INO,"4,425,304",19.40%,5.98
LBRX,"518,387",19.49%,15.73
SWKS,"7,517,981",19.88%,5.28
GPRO,"280,458,777",19.90%,1.45
CVI,"1,164,504",20.13%,5.92
SGMT,"1,801,034",20.46%,9.75
DFDV,"1,679,804",21.15%,4.68
DLO,"2,882,738",21.80%,7.05
MMED,"4,491,890",22.08%,4.55
VTS,"642,463",22.85%,12.75
ASST,"9,593,060",23.12%,3.58
VSTM,"5,260,669",23.13%,7.71
FUBO,"1,715,900",23.84%,4.75
FMC,"6,347,507",23.97%,7.52
FDMT,"1,036,429",24.54%,12.91
ARCT,"2,021,096",25.05%,8.24
RIG,"53,356,053",26.55%,6.98
SRPT,"4,807,157",26.79%,8.12
GO,"2,982,647",27.09%,9.49
ALT,"7,472,170",27.75%,11.70
CABA,"8,049,184",28.55%,9.14
NVAX,"5,635,817",30.31%,11.23
CRK,"4,763,076",31.27%,9.65
METC,"2,614,413",33.16%,7.36
LENZ,"993,293",41.20%,13.38
