Ticker,Volume,Short Float,Short Ratio
RCUS,"1,759,772",15.03%,11.93
MLYS,"2,477,397",15.06%,5.25
CDLX,"42,895,059",15.10%,2.09
DOCN,"5,544,065",15.24%,3.96
UAMY,"20,174,302",15.33%,2.73
PSNL,"1,454,507",15.34%,6.64
AISP,"1,300,561",15.40%,2.88
OKLO,"63,038,177",15.45%,0.97
BTBT,"65,662,577",15.48%,1.19
IONQ,"50,778,404",15.70%,2.09
CNXC,"1,412,381",15.75%,9.56
WRAP,"1,848,861",15.87%,21.32
METC,"5,825,403",15.92%,1.95
OLMA,"1,677,287",15.92%,10.89
TRML,"1,095,019",16.00%,3.72
HROW,"756,083",16.04%,9.16
GRAL,"1,508,807",16.18%,4.88
GME,"9,513,440",16.18%,7.38
BDTX,"1,075,030",16.21%,6.97
RGTI,"127,439,723",16.26%,1.17
BTSG,"5,553,317",16.29%,6.15
RR,"59,992,463",16.40%,0.84
RDDT,"11,558,883",16.42%,2.78
DMAC,"1,320,328",16.42%,9.38
NRGV,"7,073,284",16.45%,6.53
EZPW,"2,779,418",16.48%,12.28
LITE,"4,445,612",16.61%,3.73
MVIS,"11,056,745",16.83%,7.48
VSCO,"3,203,102",16.89%,3.62
ACLX,"825,799",16.95%,13.35
ACHR,"75,347,206",17.07%,2.77
HUT,"9,557,352",17.10%,2.76
GEVO,"15,006,196",17.12%,6.64
SAIL,"6,025,155",17.26%,4.21
SIG,"1,619,659",17.44%,6.88
MNRO,"1,339,969",17.46%,5.31
RLAY,"3,032,084",17.46%,11.93
VERA,"2,200,544",17.48%,5.72
PSQH,"1,832,910",17.62%,5.49
WBTN,"2,023,233",17.72%,3.06
LYFT,"28,592,634",17.75%,3.25
OCGN,"5,904,215",17.78%,12.49
GLUE,"1,364,356",17.85%,8.24
MP,"37,353,688",17.90%,1.56
JBGS,"6,730,183",17.93%,9.42
HTZ,"11,627,416",18.06%,6.85
YOU,"3,658,705",18.10%,9.60
NXE,"12,954,039",18.26%,12.44
SBH,"3,998,423",18.72%,8.95
LTBR,"5,537,947",18.78%,2.87
ETSY,"6,480,952",19.00%,3.33
DNTH,"1,569,680",19.21%,9.76
INOD,"2,957,377",19.39%,2.28
OPFI,"1,314,677",19.42%,4.36
CLSK,"47,263,500",19.56%,2.23
CRNC,"3,250,168",19.69%,3.62
PLSE,"523,798",19.87%,13.59
MDGL,"689,965",20.06%,10.62
W,"4,818,127",20.09%,4.26
BBAI,"155,017,453",20.12%,0.61
BLNK,"8,409,702",20.13%,5.48
QBTS,"101,727,143",20.13%,1.54
BE,"16,564,724",20.17%,4.05
QUBT,"98,273,444",20.25%,1.34
WT,"3,699,584",20.34%,7.91
LENZ,"929,052",20.60%,10.37
LEU,"3,387,785",20.76%,2.51
PRCH,"4,168,203",20.87%,6.08
PRME,"5,318,289",21.00%,4.40
SEDG,"5,503,436",21.10%,2.46
CIFR,"39,282,295",21.29%,1.64
EVGO,"5,764,255",21.52%,6.41
MVST,"12,208,574",21.52%,4.36
ARCT,"1,119,842",21.76%,9.56
FLNC,"8,229,354",21.87%,3.45
FTK,"1,539,369",22.10%,5.79
BKSY,"3,621,350",22.20%,2.78
RIOT,"43,228,476",22.41%,1.91
CGON,"2,019,000",22.46%,11.03
KRRO,"216,800",22.86%,7.33
PBF,"7,985,630",22.98%,5.31
STOK,"2,473,417",23.33%,12.78
AEVA,"4,210,706",23.60%,2.76
AXL,"8,763,676",24.56%,7.01
REAL,"6,559,923",24.87%,6.21
BTDR,"5,864,772",25.27%,5.03
TEM,"17,639,477",25.30%,2.48
CRSP,"5,228,752",25.64%,7.03
NVTS,"31,135,918",26.30%,1.80
VUZI,"3,333,224",26.34%,10.81
SERV,"31,832,173",27.05%,1.89
SPHR,"1,374,468",27.25%,7.85
PGY,"5,876,823",27.37%,3.39
NTLA,"15,240,196",27.43%,5.79
BEAM,"4,267,176",27.90%,9.77
MARA,"62,558,400",28.13%,1.99
NNE,"13,348,059",28.20%,2.34
EAF,"877,288",28.57%,22.21
LMND,"4,114,334",28.87%,6.56
SEI,"5,759,353",29.20%,5.20
OPAD,"10,538,131",29.20%,0.53
CHRS,"2,789,617",30.21%,23.44
EOSE,"35,865,808",30.27%,5.80
SYM,"5,117,554",30.36%,5.83
PLUG,"157,860,588",32.42%,5.33
SOUN,"91,395,145",32.94%,2.16
MPW,"40,220,598",33.54%,18.27
SMR,"51,713,225",33.60%,2.65
DPRO,"4,956,699",34.74%,0.52
RILY,"1,450,427",36.06%,4.35
HIMS,"36,129,580",36.83%,2.09
TNGX,"7,824,034",38.50%,12.35
