Ticker,Volume,Short Float,Short Ratio
VG,"13,246,925",15.04%,6.18
POWL,"256,291",15.20%,6.02
TYRA,"616,483",15.89%,10.75
GME,"16,526,446",16.11%,9.93
UUUU,"15,086,247",16.13%,2.60
CRWV,"48,023,603",16.51%,1.82
IREN,"54,243,451",16.94%,1.31
RLAY,"2,431,589",17.04%,9.78
MUX,"1,310,300",17.72%,6.91
ORKA,"576,811",17.87%,14.16
CTMX,"5,280,572",18.53%,7.47
WT,"8,611,748",18.67%,6.76
LE,"518,047",18.96%,7.74
MRNA,"15,210,826",19.12%,5.57
SATS,"8,045,957",19.33%,4.78
WTI,"3,571,145",19.41%,13.25
CRML,"27,688,622",19.45%,0.73
AZ,"587,825",19.73%,5.71
UAMY,"15,385,794",20.06%,1.89
RR,"173,060,816",20.24%,1.10
CORZ,"16,415,045",21.20%,4.69
KRRO,"814,166",21.49%,2.18
AAP,"1,923,006",22.15%,7.05
RCAT,"12,065,794",22.49%,2.25
CELC,"855,849",23.78%,10.51
WYFI,"1,222,981",23.97%,2.01
ALT,"5,710,368",24.92%,5.64
RDW,"94,696,930",25.31%,1.48
GLSI,"666,113",25.41%,3.43
AXL,"6,233,777",25.74%,9.26
RUN,"9,039,152",26.66%,7.96
CHRS,"8,757,095",28.24%,17.37
APLD,"47,175,287",32.31%,2.48
WULF,"38,161,906",34.63%,2.66
UAA,"12,462,040",35.06%,5.64
IOVA,"15,537,310",35.16%,8.08
NVAX,"6,783,710",35.34%,12.32
IBRX,"38,437,077",36.46%,5.15
NTLA,"14,935,258",37.82%,5.84
